month,category,unitePrice,value
2025-02,Margaritas,73.28,2
2025-02,Rollos Horneados,197.41,30
2025-02,Margaritas,73.28,1
2025-02,Temakis,73.28,1
2025-02,Sopas,206.03,5
2025-02,Rollos Naturales,236.21,70
2025-02,Refrescos,42.24,21
2025-02,Limonadas,38.79,111
2025-02,Kids,81.90,3
2025-02,Postres,90.52,5
2025-02,Limonadas,38.79,176
2025-02,Refrescos,42.24,19
2025-02,Digestivo,99.14,4
2025-02,Martinis,47.41,1
2025-02,Cervezas,38.79,25
2025-02,Digestivo,99.14,2
2025-02,Rollos Capeados,137.07,1
2025-02,Tazones,197.41,11
2025-02,Rollos Empanizados,181.90,61
2025-02,Postres,90.52,11
2025-02,Nigiri,30.17,1
2025-02,Teppanyaki,231.90,10
2025-02,Rollos Capeados,137.07,1
2025-02,Vegano,111.21,2
2025-02,Entradas,145.69,43
2025-02,Tazones,107.76,5
2025-02,Sashimi,361.21,2
2025-02,Teppanyaki,231.90,9
2025-02,Tes Calientes o Frios,33.62,8
2025-02,Limonadas,38.79,130
2025-02,Vegano,138.79,3
2025-02,Pastas,279.31,21
2025-02,PokeBowl,203.45,50
2025-02,Cocteles sin Alcohol,59.48,13
2025-02,Postres,90.52,1
2025-02,Entradas,145.69,39
2025-02,Arroz,128.45,60
2025-02,Refrescos,33.62,16
2025-02,Tes Calientes o Frios,107.76,5
2025-02,Digestivo,99.14,1
2025-02,Pastas,231.90,24
2025-02,Arroz,128.45,67
2025-02,Cocteles sin Alcohol,59.48,13
2025-02,Pastas,223.28,16
2025-02,Cocteles,73.28,10
2025-02,Rollos Naturales,236.21,82
2025-02,Extras,43.10,69
2025-02,Cocteles,90.52,5
2025-02,Tempuras,116.38,12
2025-03,PokeBowl,203.45,75
2025-03,Vegano,138.79,3
2025-03,Pastas,231.90,12
2025-03,Tes Calientes o Frios,33.62,5
2025-03,PokeBowl,203.45,84
2025-03,Vegano,138.79,7
2025-03,Rollos Naturales,236.21,155
2025-03,Tequila,116.38,3
2025-03,Vinos,90.52,1
2025-03,Cervezas,38.79,59
2025-03,Cocteles sin Alcohol,59.48,19
2025-03,Pastas,279.31,14
2025-03,Entradas,145.69,13
2025-03,Tes Calientes o Frios,107.76,13
2025-03,Vinos,90.52,3
2025-03,Sopas,223.28,7
2025-03,Margaritas,73.28,3
2025-03,Martinis,47.41,3
2025-03,Sopas,223.28,2
2025-03,Cocteles,90.52,7
2025-03,Arroz,128.45,72
2025-03,Extras,43.10,123
2025-03,Entradas,180.17,31
2025-03,Cocteles,73.28,3
2025-03,Refrescos,42.24,30
2025-03,Jarras Limonada,107.76,2
2025-03,Jarras Limonada,107.76,6
2025-03,Vegano,138.79,2
2025-03,Cocteles,90.52,8
2025-03,Limonadas,38.79,108
2025-03,Vinos,90.52,4
2025-03,Rollos Capeados,137.07,7
2025-03,Rollos Empanizados,181.90,82
2025-03,Mojitos,64.66,3
2025-03,Martinis,47.41,1
2025-03,Entradas,180.17,40
2025-03,Temakis,73.28,3
2025-03,Teppanyaki,231.90,5
2025-03,Martinis,47.41,1
2025-03,Digestivo,99.14,2
2025-03,Nigiri,30.17,4
2025-03,Extras,43.10,105
2025-03,Postres,112.93,7
2025-03,PokeBowl,203.45,76
2025-03,Ensaladas,128.45,1
2025-03,Extras,43.10,113
2025-03,Rollos Empanizados,171.55,71
2025-03,Kids,128.45,11
2025-03,Cocteles sin Alcohol,59.48,24
2025-03,Rollos Capeados,171.55,5
2025-03,Tempuras,116.38,13
2025-03,Sashimi,326.72,1
2025-03,Margaritas,73.28,1
2025-03,Tazones,180.17,6
2025-03,Tempuras,116.38,13
2025-03,Margaritas,73.28,3
2025-03,Sopas,90.52,2
2025-03,Pastas,223.28,9
2025-03,PokeBowl,203.45,28
2025-03,Sashimi,326.72,2
2025-03,Extras,43.10,173
2025-03,Tes Calientes o Frios,33.62,9
2025-03,Ensaladas,128.45,1
2025-03,Cocteles,90.52,8
2025-03,Cocteles sin Alcohol,59.48,6
2025-03,Tempuras,116.38,5
2025-03,Cocteles sin Alcohol,59.48,7
2025-03,Rollos Naturales,236.21,50
2025-03,Tempuras,116.38,10
2025-03,Mojitos,64.66,2
2025-03,Vegano,102.59,1
2025-03,Tes Calientes o Frios,107.76,10
2025-03,Entradas,180.17,38
2025-03,Jarras Limonada,107.76,1
2025-03,Refrescos,42.24,46
2025-03,Teppanyaki,289.66,11
2025-03,Teppanyaki,289.66,14
2025-03,Arroz,128.45,34
2025-03,Limonadas,38.79,83
2025-03,Arroz,128.45,37
2025-03,Limonadas,38.79,38
2025-03,Arroz,128.45,29
2025-03,Refrescos,42.24,45
2025-03,Rollos Empanizados,181.90,29
2025-03,Kids,81.90,3
2025-03,Postres,112.93,11
2025-03,Kids,81.90,1
2025-03,Limonadas,38.79,72
2025-03,Kids,90.52,4
2025-03,Cervezas,137.07,30
2025-03,Teppanyaki,289.66,6
2025-03,Refrescos,42.24,45
2025-03,Nigiri,56.03,11
2025-03,Tazones,107.76,4
2025-03,Tazones,197.41,7
2025-03,Nigiri,30.17,7
2025-03,Digestivo,99.14,2
2025-03,Rollos Capeados,171.55,3
2025-03,Postres,90.52,4
2025-03,Rollos Capeados,171.55,2
2025-03,Teppanyaki,289.66,4
2025-03,Rollos Naturales,236.21,44
2025-03,Nigiri,56.03,17
2025-03,Martinis,47.41,4
2025-03,Temakis,73.28,3
2025-03,Rollos Horneados,197.41,57
2025-03,Temakis,145.69,6
2025-03,Rollos Naturales,236.21,135
2025-03,Rollos Horneados,197.41,71
2025-03,Cervezas,137.07,23
2025-03,Whisky,116.38,1
2025-03,Rollos Horneados,193.10,60
2025-03,Sopas,223.28,5
2025-03,Ensaladas,90.52,2
2025-03,Pastas,257.76,16
2025-03,Cervezas,38.79,18
2025-03,Margaritas,73.28,1
2025-03,Sopas,64.66,6
2025-03,Postres,112.93,4
2025-03,Temakis,56.03,3
2025-03,Refrescos,42.24,29
2025-03,Martinis,47.41,7
2025-03,Nigiri,30.17,1
2025-03,Postres,112.93,5
2025-03,Rollos Capeados,137.07,2
2025-03,Teppanyaki,231.90,1
2025-03,Jarras Limonada,107.76,3
2025-03,Entradas,257.76,43
2025-03,Teppanyaki,231.90,9
2025-03,Temakis,73.28,8
2025-03,Mojitos,64.66,3
2025-03,Nigiri,30.17,10
2025-03,Cervezas,38.79,63
2025-03,Limonadas,38.79,136
2025-03,Sopas,223.28,2
2025-03,Tazones,197.41,11
2025-03,Rollos Empanizados,181.90,40
2025-03,Kids,81.90,1
2025-03,Temakis,107.76,1
2025-03,Rollos Naturales,236.21,124
2025-03,Tempuras,116.38,8
2025-03,Tempuras,116.38,3
2025-03,Temakis,145.69,11
2025-03,Cocteles,90.52,23
2025-03,Sopas,223.28,9
2025-03,Pastas,223.28,12
2025-03,Entradas,180.17,38
2025-03,Pastas,279.31,15
2025-03,Rollos Naturales,236.21,76
2025-03,PokeBowl,203.45,42
2025-03,Rollos Horneados,193.10,25
2025-03,Cocteles sin Alcohol,59.48,11
2025-03,Jarras Limonada,107.76,1
2025-03,Refrescos,42.24,28
2025-03,Vegano,138.79,5
2025-03,Mojitos,64.66,3
2025-03,Arroz,128.45,59
2025-03,Tempuras,116.38,13
2025-03,Limonadas,38.79,138
2025-03,Postres,90.52,1
2025-03,Tazones,197.41,19
2025-03,Rollos Empanizados,181.90,69
2025-03,Kids,128.45,12
2025-03,Cocteles sin Alcohol,59.48,12
2025-03,Rollos Capeados,137.07,3
2025-03,Tes Calientes o Frios,107.76,7
2025-03,Refrescos,42.24,40
2025-03,Entradas,181.90,28
2025-03,Vegano,138.79,3
2025-03,PokeBowl,203.45,76
2025-03,Tazones,107.76,4
2025-03,Teppanyaki,231.90,3
2025-03,Martinis,47.41,2
2025-03,Rollos Capeados,137.07,1
2025-03,Rollos Horneados,193.10,18
2025-03,Nigiri,30.17,14
2025-03,Rollos Empanizados,181.90,73
2025-03,Rollos Empanizados,171.55,15
2025-03,Cocteles,90.52,9
2025-03,Mojitos,64.66,6
2025-03,Kids,128.45,7
2025-03,Ginebra,42.24,2
2025-03,Tempuras,116.38,8
2025-03,Tazones,107.76,1
2025-03,Postres,112.93,8
2025-03,Cocteles sin Alcohol,59.48,11
2025-03,Margaritas,73.28,2
2025-03,Tes Calientes o Frios,107.76,12
2025-03,PokeBowl,203.45,59
2025-03,Vegano,111.21,4
2025-03,Margaritas,73.28,1
2025-03,Nigiri,38.79,9
2025-03,Pastas,257.76,7
2025-03,Extras,43.10,161
2025-03,Digestivo,99.14,1
2025-03,Cervezas,38.79,38
2025-03,Rollos Horneados,193.10,36
2025-03,Sopas,223.28,7
2025-03,Vinos,387.93,6
2025-03,Extras,43.10,110
2025-03,Tes Calientes o Frios,33.62,7
2025-03,Limonadas,38.79,68
2025-03,Cocteles,73.28,4
2025-03,PokeBowl,203.45,51
2025-03,Rollos Naturales,236.21,67
2025-03,Extras,43.10,201
2025-03,Pastas,257.76,13
2025-03,Cervezas,137.07,24
2025-03,Arroz,128.45,72
2025-03,Cocteles sin Alcohol,59.48,11
2025-03,Digestivo,99.14,2
2025-03,Teppanyaki,231.90,2
2025-03,Refrescos,42.24,26
2025-03,Jarras Limonada,107.76,1
2025-03,Arroz,128.45,45
2025-03,Limonadas,38.79,124
2025-03,Vinos,90.52,3
2025-03,Mojitos,64.66,10
2025-03,Tes Calientes o Frios,33.62,3
2025-03,Entradas,181.90,62
2025-03,Cocteles,73.28,6
2025-03,Jarras Limonada,107.76,2
2025-03,Vegano,138.79,5
2025-03,PokeBowl,203.45,34
2025-03,Nigiri,38.79,7
2025-03,Arroz,128.45,25
2025-03,Limonadas,38.79,57
2025-03,Tes Calientes o Frios,107.76,13
2025-03,Cervezas,38.79,47
2025-03,Tazones,197.41,15
2025-03,Tempuras,116.38,2
2025-03,Tes Calientes o Frios,107.76,5
2025-03,Pastas,257.76,5
2025-03,Mojitos,64.66,5
2025-03,Tazones,197.41,6
2025-03,Postres,112.93,9
2025-03,Tazones,197.41,2
2025-03,Pastas,279.31,6
2025-03,Entradas,180.17,28
2025-03,Extras,43.10,90
2025-03,Teppanyaki,231.90,4
2025-03,Cocteles sin Alcohol,59.48,10
2025-03,PokeBowl,203.45,65
2025-03,PokeBowl,203.45,45
2025-03,Teppanyaki,289.66,4
2025-03,Nigiri,56.03,5
2025-03,Rollos Naturales,236.21,143
2025-03,Tempuras,116.38,4
2025-03,Limonadas,38.79,39
2025-03,Jarras Limonada,107.76,1
2025-03,Refrescos,42.24,36
2025-03,Cervezas,38.79,37
2025-03,Limonadas,38.79,68
2025-03,Rollos Horneados,193.10,45
2025-03,Sopas,223.28,11
2025-03,Refrescos,42.24,36
2025-03,Refrescos,42.24,26
2025-03,Cervezas,137.07,14
2025-03,Cocteles,73.28,3
2025-03,Postres,112.93,8
2025-03,Martinis,47.41,3
2025-03,Rollos Naturales,236.21,72
2025-03,Tequila,99.14,1
2025-03,Rollos Capeados,171.55,7
2025-03,Arroz,128.45,64
2025-03,Ginebra,42.24,1
2025-03,Postres,112.93,6
2025-03,Margaritas,73.28,1
2025-03,Kids,128.45,9
2025-03,Rollos Horneados,193.10,31
2025-03,Postres,90.52,3
2025-03,Rollos Capeados,171.55,6
2025-03,Cocteles sin Alcohol,59.48,15
2025-03,Vegano,138.79,4
2025-03,Pastas,257.76,12
2025-03,Digestivo,99.14,2
2025-03,Jarras Limonada,107.76,2
2025-03,Extras,43.10,205
2025-03,Cocteles sin Alcohol,59.48,8
2025-03,Rollos Horneados,197.41,56
2025-03,Tes Calientes o Frios,107.76,9
2025-03,Vinos,90.52,2
2025-03,Entradas,181.90,53
2025-03,Rollos Empanizados,181.90,94
2025-03,Kids,81.90,2
2025-03,Rollos Horneados,197.41,64
2025-03,Arroz,128.45,58
2025-03,Temakis,107.76,13
2025-03,Cocteles,56.03,3
2025-03,Extras,43.10,194
2025-03,Refrescos,42.24,21
2025-03,Sopas,206.03,3
2025-03,Martinis,47.41,2
2025-03,Margaritas,73.28,4
2025-03,Kids,128.45,2
2025-03,Rollos Empanizados,181.90,33
2025-03,Rollos Horneados,193.10,11
2025-03,Vegano,111.21,1
2025-03,Rollos Capeados,171.55,2
2025-03,Digestivo,99.14,1
2025-03,Cervezas,38.79,53
2025-03,Sopas,223.28,14
2025-03,Sashimi,326.72,2
2025-03,Tes Calientes o Frios,107.76,8
2025-03,Martinis,47.41,3
2025-03,Rollos Empanizados,171.55,27
2025-03,Pastas,231.90,10
2025-03,Mojitos,64.66,1
2025-03,Kids,102.59,6
2025-03,Sashimi,326.72,1
2025-03,Rollos Naturales,236.21,89
2025-03,Entradas,181.90,41
2025-03,Mojitos,64.66,4
2025-03,Jarras Limonada,107.76,1
2025-03,Extras,43.10,114
2025-03,Teppanyaki,289.66,10
2025-03,Arroz,106.90,37
2025-03,Tempuras,116.38,13
2025-03,PokeBowl,203.45,76
2025-03,Tempuras,116.38,9
2025-03,Teppanyaki,231.90,7
2025-03,Jarras Limonada,107.76,1
2025-03,Limonadas,38.79,153
2025-03,Extras,43.10,105
2025-03,Sashimi,361.21,2
2025-03,Mojitos,64.66,2
2025-03,Cocteles sin Alcohol,59.48,16
2025-03,Tazones,180.17,4
2025-03,PokeBowl,203.45,92
2025-03,Sopas,206.03,10
2025-03,Ensaladas,223.28,1
2025-03,Digestivo,99.14,2
2025-03,Rollos Horneados,197.41,46
2025-03,Extras,43.10,173
2025-03,Ensaladas,90.52,2
2025-03,Nigiri,30.17,6
2025-03,Jarras Limonada,107.76,2
2025-03,Ensaladas,128.45,2
2025-03,Rollos Horneados,197.41,61
2025-03,Sashimi,361.21,3
2025-03,Arroz,128.45,54
2025-03,Temakis,73.28,2
2025-03,Arroz,128.45,31
2025-03,Cocteles,90.52,6
2025-03,Kids,128.45,9
2025-03,Margaritas,73.28,1
2025-03,Margaritas,73.28,2
2025-03,Cocteles sin Alcohol,59.48,7
2025-03,Teppanyaki,289.66,9
2025-03,Temakis,56.03,1
2025-03,Mojitos,64.66,1
2025-03,Temakis,73.28,1
2025-03,Tes Calientes o Frios,107.76,14
2025-03,Sashimi,361.21,1
2025-03,Pastas,279.31,5
2025-03,Sopas,223.28,5
2025-03,Martinis,47.41,5
2025-03,Vegano,138.79,1
2025-03,Rollos Empanizados,181.90,35
2025-03,Sopas,206.03,3
2025-03,Rollos Horneados,193.10,26
2025-03,Arroz,106.90,20
2025-03,Cervezas,38.79,41
2025-03,Rollos Naturales,236.21,126
2025-03,Kids,102.59,6
2025-03,Vinos,73.28,2
2025-03,Tequila,99.14,1
2025-03,Cocteles,73.28,4
2025-03,Limonadas,38.79,79
2025-03,Jarras Limonada,107.76,2
2025-03,Tempuras,116.38,14
2025-03,Pastas,279.31,13
2025-03,Tes Calientes o Frios,107.76,3
2025-03,PokeBowl,203.45,93
2025-03,Mojitos,64.66,2
2025-03,Rollos Naturales,236.21,71
2025-03,Teppanyaki,332.76,10
2025-03,Tazones,225.00,2
2025-03,Tes Calientes o Frios,33.62,9
2025-03,Pastas,231.90,5
2025-03,Extras,43.10,77
2025-03,Nigiri,30.17,12
2025-03,Rollos Naturales,236.21,48
2025-03,Sashimi,361.21,1
2025-03,Teppanyaki,145.69,1
2025-03,Teppanyaki,231.90,4
2025-03,Extras,43.10,84
2025-03,Temakis,107.76,8
2025-03,Rollos Naturales,236.21,146
2025-03,Limonadas,38.79,143
2025-03,Tempuras,116.38,7
2025-03,Cocteles,90.52,7
2025-03,Nigiri,30.17,6
2025-03,PokeBowl,203.45,67
2025-03,Sopas,223.28,14
2025-03,Cocteles,90.52,9
2025-03,Entradas,181.90,43
2025-03,Rollos Capeados,171.55,5
2025-03,Postres,90.52,2
2025-03,Tes Calientes o Frios,33.62,11
2025-03,Mojitos,64.66,5
2025-03,Pastas,223.28,7
2025-03,Tazones,180.17,6
2025-03,Rollos Empanizados,181.90,42
2025-03,Vegano,102.59,1
2025-03,Limonadas,38.79,108
2025-03,Vinos,90.52,1
2025-03,Tempuras,116.38,5
2025-03,Tempuras,64.66,6
2025-03,Tazones,107.76,2
2025-03,Rollos Capeados,171.55,8
2025-03,Pastas,223.28,7
2025-03,Refrescos,42.24,31
2025-03,Jarras Limonada,107.76,2
2025-03,Nigiri,30.17,7
2025-03,PokeBowl,203.45,40
2025-03,Extras,43.10,193
2025-03,Rollos Empanizados,181.90,97
2025-03,Tempuras,116.38,2
2025-03,Cocteles sin Alcohol,59.48,8
2025-03,Arroz,128.45,64
2025-03,Kids,128.45,6
2025-03,Rollos Empanizados,181.90,64
2025-03,Cervezas,38.79,6
2025-03,Tazones,197.41,8
2025-03,Sopas,223.28,3
2025-03,Cervezas,38.79,23
2025-03,Refrescos,42.24,51
2025-03,Vegano,138.79,7
2025-03,Whisky,116.38,1
2025-03,Entradas,145.69,25
2025-03,Refrescos,42.24,19
2025-03,Vegano,111.21,3
2025-03,Cocteles sin Alcohol,59.48,9
2025-03,Whisky,116.38,2
2025-03,Postres,90.52,4
2025-03,Refrescos,37.93,35
2025-03,Postres,90.52,11
2025-03,Cervezas,137.07,28
2025-03,Postres,112.93,5
2025-03,Temakis,73.28,1
2025-03,Rollos Horneados,193.10,27
2025-03,Margaritas,73.28,4
2025-03,Cocteles sin Alcohol,59.48,16
2025-03,Rollos Capeados,171.55,7
2025-03,Entradas,180.17,63
2025-03,Entradas,180.17,66
2025-03,Entradas,257.76,53
2025-03,Rollos Capeados,171.55,3
2025-03,Martinis,47.41,3
2025-03,Rollos Capeados,137.07,5
2025-03,Martinis,47.41,7
2025-03,Sashimi,326.72,1
2025-03,Cocteles,73.28,9
2025-03,Rollos Empanizados,181.90,79
2025-03,Sashimi,326.72,1
2025-03,Kids,81.90,2
2025-03,Temakis,107.76,5
2025-03,Mojitos,64.66,5
2025-03,Martinis,47.41,3
2025-03,Rollos Empanizados,181.90,68
2025-03,Kids,81.90,2
2025-03,Refrescos,42.24,21
2025-03,Jarras Limonada,107.76,2
2025-03,Margaritas,73.28,6
2025-03,Sashimi,361.21,3
2025-03,Margaritas,73.28,5
2025-03,Temakis,107.76,4
2025-03,Postres,112.93,7
2025-03,Whisky,116.38,3
2025-03,Sopas,90.52,5
2025-03,Postres,90.52,3
2025-03,Rollos Empanizados,181.90,86
2025-03,Nigiri,30.17,3
2025-03,Extras,43.10,196
2025-03,Cervezas,38.79,8
2025-03,Rollos Horneados,193.10,68
2025-03,Digestivo,99.14,2
2025-03,Temakis,73.28,1
2025-03,Extras,43.10,161
2025-03,PokeBowl,203.45,52
2025-03,Tes Calientes o Frios,107.76,12
2025-03,Rollos Naturales,197.41,58
2025-03,Cervezas,38.79,26
2025-03,Otros,431.03,1
2025-03,Kids,81.90,1
2025-03,Cocteles sin Alcohol,59.48,8
2025-03,Rollos Horneados,193.10,49
2025-03,Sopas,223.28,10
2025-03,Ron,73.28,2
2025-03,Tempuras,116.38,4
2025-03,PokeBowl,203.45,36
2025-03,PokeBowl,203.45,48
2025-03,Cocteles sin Alcohol,59.48,12
2025-03,Tempuras,64.66,6
2025-03,Vegano,138.79,6
2025-03,Entradas,180.17,59
2025-03,Extras,43.10,79
2025-03,Cocteles sin Alcohol,59.48,7
2025-03,PokeBowl,203.45,49
2025-03,Arroz,128.45,40
2025-03,Jarras Limonada,107.76,1
2025-03,Mojitos,64.66,4
2025-03,Arroz,128.45,29
2025-03,Vegano,138.79,3
2025-03,Entradas,181.90,68
2025-03,Mojitos,64.66,4
2025-03,Entradas,181.90,65
2025-03,Teppanyaki,231.90,6
2025-03,Postres,112.93,7
2025-03,Teppanyaki,231.90,3
2025-03,Refrescos,42.24,26
2025-03,Whisky,116.38,4
2025-03,Limonadas,38.79,116
2025-03,Jarras Limonada,107.76,2
2025-03,Rollos Capeados,171.55,8
2025-03,Arroz,128.45,39
2025-03,Nigiri,38.79,13
2025-03,Postres,90.52,11
2025-03,Tazones,197.41,2
2025-03,Limonadas,38.79,146
2025-03,Digestivo,99.14,2
2025-03,Ginebra,42.24,1
2025-03,Kids,102.59,9
2025-03,Entradas,180.17,28
2025-03,Mojitos,64.66,6
2025-03,Cervezas,137.07,58
2025-03,Tazones,225.00,8
2025-03,Tempuras,116.38,12
2025-03,Tazones,197.41,7
2025-03,Tazones,197.41,11
2025-03,Martinis,47.41,3
2025-03,Nigiri,30.17,1
2025-03,Rollos Horneados,197.41,27
2025-03,Rollos Naturales,236.21,163
2025-03,Nigiri,30.17,10
2025-03,Rollos Empanizados,181.90,40
2025-03,Rollos Naturales,236.21,124
2025-03,Cervezas,38.79,59
2025-03,Jarras Limonada,107.76,1
2025-03,Extras,21.55,106
2025-03,Tempuras,116.38,6
2025-03,Cocteles,90.52,20
2025-03,Vinos,90.52,1
2025-03,Vinos,90.52,2
2025-03,Tes Calientes o Frios,107.76,1
2025-03,Sopas,206.03,2
2025-03,Rollos Naturales,236.21,72
2025-03,Pastas,279.31,15
2025-03,Pastas,231.90,16
2025-03,Tes Calientes o Frios,107.76,8
2025-03,Rollos Naturales,236.21,59
2025-03,Ensaladas,128.45,1
2025-03,Rollos Horneados,197.41,25
2025-03,Tes Calientes o Frios,107.76,5
2025-03,Pastas,289.66,9
2025-03,Refrescos,42.24,27
2025-03,Limonadas,38.79,85
2025-03,Teppanyaki,231.90,2
2025-03,Arroz,128.45,43
2025-03,Postres,90.52,5
2025-03,Limonadas,38.79,102
2025-03,Ensaladas,223.28,2
2025-03,Cocteles,90.52,19
2025-03,Refrescos,33.62,25
2025-03,Tazones,197.41,12
2025-03,Cocteles sin Alcohol,59.48,21
2025-03,Cocteles,73.28,6
2025-03,Rollos Naturales,236.21,137
2025-03,PokeBowl,203.45,35
2025-03,Cocteles,90.52,11
2025-03,Cocteles sin Alcohol,59.48,14
2025-03,Temakis,73.28,1
2025-03,Rollos Horneados,193.10,51
2025-03,Vinos,90.52,3
2025-03,Extras,21.55,157
2025-03,Tempuras,116.38,7
2025-03,Limonadas,38.79,46
2025-03,Vegano,138.79,4
2025-03,Tes Calientes o Frios,107.76,17
2025-03,Mojitos,64.66,2
2025-03,Cocteles sin Alcohol,59.48,13
2025-03,Entradas,180.17,34
2025-03,Pastas,231.90,10
2025-03,Refrescos,33.62,30
2025-03,Rollos Capeados,137.07,2
2025-03,PokeBowl,203.45,40
2025-03,Vinos,90.52,1
2025-03,Postres,90.52,5
2025-03,Limonadas,38.79,67
2025-03,Teppanyaki,332.76,8
2025-03,Rollos Empanizados,181.90,42
2025-03,Cervezas,137.07,52
2025-03,Kids,160.34,16
2025-03,Entradas,181.90,56
2025-03,Arroz,128.45,63
2025-03,Digestivo,99.14,1
2025-03,Margaritas,73.28,4
2025-03,Extras,43.10,97
2025-03,Tazones,134.48,8
2025-03,Refrescos,33.62,48
2025-03,Tazones,225.00,3
2025-03,Rollos Capeados,171.55,4
2025-03,Martinis,47.41,1
2025-03,Postres,90.52,11
2025-03,Teppanyaki,332.76,8
2025-03,Vegano,138.79,7
2025-03,Nigiri,38.79,33
2025-03,Rollos Horneados,197.41,61
2025-03,PokeBowl,203.45,57
2025-03,Temakis,73.28,6
2025-03,Teppanyaki,231.90,8
2025-03,Cervezas,38.79,37
2025-03,Extras,43.10,192
2025-03,Rollos Naturales,236.21,168
2025-03,Temakis,56.03,4
2025-03,Margaritas,73.28,1
2025-03,Pastas,257.76,10
2025-03,Sashimi,361.21,1
2025-03,Rollos Empanizados,181.90,91
2025-03,Pastas,257.76,20
2025-03,Whisky,116.38,1
2025-03,Sopas,223.28,10
2025-03,Martinis,47.41,1
2025-03,Margaritas,73.28,6
2025-03,Nigiri,30.17,4
2025-03,Vegano,102.59,5
2025-03,Tes Calientes o Frios,38.79,6
2025-03,Sopas,223.28,10
2025-03,Vegano,138.79,5
2025-03,Cervezas,137.07,30
2025-03,Arroz,128.45,51
2025-03,Cocteles sin Alcohol,59.48,23
2025-03,Teppanyaki,231.90,6
2025-03,Tempuras,64.66,3
2025-03,Refrescos,33.62,27
2025-03,Rollos Naturales,236.21,173
2025-03,Sopas,223.28,5
2025-03,Refrescos,42.24,20
2025-03,Ensaladas,90.52,1
2025-03,Tazones,180.17,7
2025-03,Jarras Limonada,107.76,4
2025-03,Mojitos,64.66,5
2025-03,Cocteles,90.52,27
2025-03,Entradas,145.69,42
2025-03,Cocteles,90.52,9
2025-03,Rollos Empanizados,171.55,27
2025-03,Martinis,47.41,6
2025-03,Arroz,128.45,24
2025-03,Limonadas,38.79,104
2025-03,Jarras Limonada,107.76,1
2025-03,Kids,81.90,3
2025-03,Cocteles,90.52,6
2025-03,Nigiri,107.76,18
2025-03,Kids,128.45,7
2025-03,Limonadas,38.79,76
2025-03,Cervezas,137.07,15
2025-03,Rollos Horneados,197.41,31
2025-03,Jarras Limonada,107.76,1
2025-03,Margaritas,73.28,1
2025-03,Temakis,73.28,13
2025-03,Nigiri,30.17,4
2025-03,Postres,90.52,4
2025-03,Rollos Capeados,137.07,3
2025-03,PokeBowl,203.45,73
2025-03,Rollos Capeados,137.07,4
2025-03,Cervezas,137.07,42
2025-03,PokeBowl,203.45,101
2025-03,Rollos Horneados,197.41,62
2025-03,Digestivo,99.14,2
2025-03,Rollos Naturales,236.21,123
2025-03,Kids,128.45,6
2025-03,Refrescos,33.62,13
2025-03,Tempuras,116.38,10
2025-03,Sashimi,361.21,1
2025-03,Tazones,180.17,7
2025-03,Rollos Empanizados,181.90,57
2025-03,Mojitos,64.66,10
2025-03,Teppanyaki,231.90,13
2025-03,Nigiri,30.17,9
2025-03,Postres,112.93,5
2025-03,Arroz,128.45,35
2025-03,Cocteles sin Alcohol,59.48,21
2025-03,Cocteles,90.52,7
2025-03,Sopas,223.28,4
2025-03,Tempuras,116.38,6
2025-03,Cervezas,38.79,34
2025-03,Cocteles sin Alcohol,59.48,6
2025-03,Rollos Naturales,236.21,123
2025-03,Cocteles sin Alcohol,59.48,4
2025-03,Tes Calientes o Frios,33.62,6
2025-03,Martinis,47.41,1
2025-03,Ron,73.28,2
2025-03,Pastas,223.28,7
2025-03,Rollos Horneados,162.93,20
2025-03,Arroz,128.45,29
2025-03,Limonadas,38.79,95
2025-03,Postres,90.52,4
2025-03,Extras,43.10,116
2025-03,Temakis,73.28,4
2025-03,Digestivo,99.14,2
2025-03,Rollos Naturales,236.21,59
2025-03,Limonadas,38.79,107
2025-03,Extras,43.10,204
2025-03,Cocteles,90.52,8
2025-03,Tazones,197.41,3
2025-03,Jarras Limonada,107.76,3
2025-03,Cocteles,73.28,10
2025-03,Refrescos,42.24,38
2025-03,Tes Calientes o Frios,33.62,14
2025-03,Nigiri,30.17,9
2025-03,Rollos Horneados,197.41,31
2025-03,Nigiri,30.17,5
2025-03,Teppanyaki,266.38,4
2025-03,Tempuras,116.38,7
2025-03,Rollos Naturales,236.21,55
2025-03,Limonadas,38.79,62
2025-03,Sopas,223.28,5
2025-03,Tes Calientes o Frios,33.62,12
2025-03,Teppanyaki,231.90,6
2025-03,Kids,128.45,11
2025-03,Vinos,90.52,1
2025-03,Tes Calientes o Frios,107.76,8
2025-03,Cocteles,90.52,21
2025-03,Pastas,257.76,20
2025-03,Pastas,231.90,20
2025-03,Tazones,197.41,3
2025-03,Nigiri,107.76,20
2025-03,Entradas,181.90,61
2025-03,Rollos Capeados,137.07,1
2025-03,PokeBowl,203.45,58
2025-03,Pastas,223.28,9
2025-03,Rollos Capeados,171.55,5
2025-03,Sashimi,361.21,1
2025-03,Temakis,73.28,2
2025-03,Cervezas,38.79,27
2025-03,Postres,90.52,8
2025-03,Limonadas,38.79,147
2025-03,Sopas,206.03,7
2025-03,Jarras Limonada,107.76,3
2025-03,Kids,102.59,2
2025-03,Limonadas,38.79,131
2025-03,Refrescos,42.24,17
2025-03,Vegano,111.21,9
2025-03,Postres,90.52,3
2025-03,Vinos,90.52,2
